sentence_id,entity_tag,entity_category,entity_src,entity_translated
Q6316745_1,<entity2>,"['Person', 'Fictional entity']",Shrek,Shrek
Q6316745_2,<entity1>,"['Person', 'Fictional entity']",Fairy Godmother,Gute Fee
Q6316745_2,<entity2>,"['Person', 'Fictional entity']",Shrek,Shrek
Q634325_0,<entity1>,['Movie'],The Rare Breed,Rancho River
Q634325_1,<entity1>,['Movie'],The Rare Breed,Rancho River
Q634325_2,<entity1>,['Movie'],The Rare Breed,Rancho River
Q639184_0,<entity1>,['Fictional entity'],Seven Dwarfs,Sieben Zwerge
Q639184_1,<entity1>,['Fictional entity'],Seven Dwarfs,Sieben Zwerge
Q639184_1,<entity2>,['Fictional entity'],Snow White,Schneewittchen
Q639184_2,<entity1>,['Fictional entity'],Snow White,Schneewittchen
Q639184_2,<entity2>,['Fictional entity'],Seven Dwarfs,Sieben Zwerge
Q652046_0,<entity1>,['Place of worship'],Muhammad Ali Mosque,Muhammad-Ali-Moschee
Q652046_1,<entity1>,['Place of worship'],Muhammad Ali Mosque,Muhammad-Ali-Moschee
Q652046_2,<entity1>,['Place of worship'],Muhammad Ali Mosque,Muhammad-Ali-Moschee
Q6553565_0,<entity1>,['Musical work'],Trumpet Concerto,Trompetenkonzert
Q6553565_1,<entity1>,['Musical work'],Trumpet Concerto,Trompetenkonzert
Q6553565_2,<entity1>,['Musical work'],Trumpet Concerto,Trompetenkonzert
Q664500_0,<entity1>,['Musical work'],Arnold Schoenberg,Arnold Schönberg
Q664500_0,<entity2>,['Musical work'],A Survivor from Warsaw,Ein Überlebender aus Warschau
Q664500_1,<entity1>,['Musical work'],A Survivor from Warsaw,Ein Überlebender aus Warschau
Q664500_2,<entity1>,['Musical work'],A Survivor from Warsaw,Ein Überlebender aus Warschau
Q669358_0,<entity1>,['Musical work'],Beethoven,Beethoven
Q669358_0,<entity2>,['Musical work'],Violin Sonata No. 5,Violinsonate Nr. 5
Q669358_1,<entity1>,['Musical work'],Violin Sonata No. 5,Violinsonate Nr. 5
Q669358_2,<entity1>,['Musical work'],Beethoven,Beethoven
Q669358_2,<entity2>,['Musical work'],Violin Sonata No. 5,Violinsonate Nr. 5
Q6705257_0,<entity1>,"['Artwork', 'Book']","Lust, Caution",Gefahr und Begierde
Q6705257_1,<entity1>,"['Artwork', 'Book']","Lust, Caution",Gefahr und Begierde
Q687629_0,<entity1>,['Landmark'],Batu Caves,Batu-Höhlen
Q687629_1,<entity1>,['Landmark'],Batu Caves,Batu-Höhlen
Q687629_2,<entity1>,['Landmark'],Batu Caves,Batu-Höhlen
Q687629_2,<entity2>,['Landmark'],Malaysia,Malaysia
Q688919_0,<entity1>,['Artwork'],The Visit,Der Besuch der alten Dame
Q688919_1,<entity1>,['Artwork'],The Visit,Der Besuch der alten Dame
Q688919_2,<entity1>,['Artwork'],The Visit,Der Besuch der alten Dame
Q6945559_0,<entity1>,"['Movie', 'TV series']",My Ghost Story,Mein Geist schläft nie
Q6945559_1,<entity1>,"['Movie', 'TV series']",My Ghost Story,Mein Geist schläft nie
Q6945559_2,<entity1>,"['Movie', 'TV series']",My Ghost Story,Mein Geist schläft nie
Q699448_0,<entity1>,"['Landmark', 'Artwork']",Monument to the Battle of the Nations,Völkerschlachtdenkmal
Q699448_1,<entity1>,"['Landmark', 'Artwork']",Monument to the Battle of the Nations,Völkerschlachtdenkmal
Q699448_1,<entity2>,"['Landmark', 'Artwork']",Germany,Deutschland
Q699448_2,<entity1>,"['Landmark', 'Artwork']",Monument to the Battle of the Nations,Völkerschlachtdenkmal
Q704973_0,<entity1>,['Person'],Theodoros II Palaiologos,Theodor II. Palaiologos
Q704973_1,<entity1>,['Person'],Theodoros II Palaiologos,Theodor II. Palaiologos
Q704973_1,<entity2>,['Person'],Morea,Morea
Q704973_2,<entity1>,['Person'],Theodoros II Palaiologos,Theodor II. Palaiologos
Q7203254_0,<entity1>,['Book'],Player's Handbook,Spielerhandbuch
Q7203254_0,<entity2>,['Book'],Dungeons & Dragons,Dungeons & Dragons
Q7203254_1,<entity1>,['Book'],Player's Handbook,Spielerhandbuch
Q7203254_2,<entity1>,['Book'],Player's Handbook,Spielerhandbuch
Q7203254_2,<entity2>,['Book'],D&D,D&D
Q720984_0,<entity1>,['Person'],Theodotus,Theodotos
Q720984_0,<entity2>,['Person'],Byzantium,Byzanz
Q720984_1,<entity1>,['Person'],Theodotus,Theodotos
Q720984_1,<entity2>,['Person'],Byzantium,Byzanz
Q720984_2,<entity1>,['Person'],Theodotus of Byzantium,Theodotos von Byzanz
Q7231687_0,<entity1>,['Artwork'],Porterhouse Blue,Puppenmord
Q7231687_1,<entity1>,['Artwork'],Porterhouse Blue,Puppenmord
Q7231687_2,<entity1>,['Artwork'],Porterhouse Blue,Puppenmord
Q732949_0,<entity1>,['Musical work'],Songs Without Words,Lieder ohne Worte
Q732949_1,<entity1>,['Musical work'],Songs Without Words,Lieder ohne Worte
Q732949_2,<entity1>,['Musical work'],Songs Without Words,Lieder ohne Worte
Q735263_0,<entity1>,['TV series'],The Busy World,Die fröhliche Welt
Q735263_0,<entity2>,['TV series'],Richard Scarry,Richard Scarry
Q735263_1,<entity1>,['TV series'],The Busy World of,Die fröhliche Welt von
Q735263_1,<entity2>,['TV series'],Richard Scarry,Richard Scarry
Q735263_2,<entity1>,['TV series'],The Busy World of,Die fröhliche Welt von
Q735263_2,<entity2>,['TV series'],Richard Scarry,Richard Scarry
Q7448655_0,<entity1>,['TV series'],Selling Hitler,Hitler zu verkaufen
Q7448655_1,<entity1>,['TV series'],Selling Hitler,Hitler zu verkaufen
Q7448655_2,<entity1>,['TV series'],Selling Hitler,Hitler zu verkaufen
Q746666_0,<entity1>,['Musical work'],Ring a Ring o' Roses,"Ringel, Ringel, Reihe"
Q746666_1,<entity1>,['Musical work'],Ring a Ring o' Roses,"Ringel, Ringel, Reihe"
Q746666_2,<entity1>,['Musical work'],Ring a Ring o' Roses,"Ringel, Ringel, Reihe"
Q748125_0,<entity1>,['Book'],Asterix,Asterix
Q748125_0,<entity2>,['Book'],Switzerland,Schweiz
Q748125_1,<entity1>,['Book'],Asterix,Asterix
Q748125_1,<entity2>,['Book'],Switzerland,Schweiz
Q748125_2,<entity1>,['Book'],Asterix,Asterix
Q748125_2,<entity2>,['Book'],Switzerland,Schweiz
Q76210_0,<entity1>,['Book'],The Blue Lotus,Der Blaue Lotos
Q76210_1,<entity1>,['Book'],The Blue Lotus,Der Blaue Lotos
Q76210_2,<entity1>,['Book'],The Blue Lotus,Der Blaue Lotos
Q764962_0,<entity1>,['Movie'],Somebody Up There Likes Me,Die Hölle ist in mir
Q764962_1,<entity1>,['Movie'],Somebody Up There Likes Me,Die Hölle ist in mir
Q764962_2,<entity1>,['Movie'],Somebody Up There Likes Me,Die Hölle ist in mir
Q7719237_0,<entity1>,"['Artwork', 'Book']",The Book of Hours,Das Stunden-Buch
Q7719237_1,<entity1>,"['Artwork', 'Book']",The Book of Hours,Das Stunden-Buch
Q7719237_2,<entity1>,"['Artwork', 'Book']",The Book of Hours,Das Stunden-Buch
Q7734430_0,<entity1>,"['Movie', 'TV series']",The Flight That Fought Back,Flug 93 – Die Dokumentation
Q7734430_1,<entity1>,"['Movie', 'TV series']",The Flight That Fought Back,Flug 93 – Die Dokumentation
Q7734430_2,<entity1>,"['Movie', 'TV series']",The Flight That Fought Back,Flug 93 – Die Dokumentation
Q781942_0,<entity1>,['TV series'],The Trials of Life,Die Herausforderungen des Lebens
Q781942_1,<entity1>,['TV series'],The Trials of Life,Die Herausforderungen des Lebens
Q781942_2,<entity1>,['TV series'],The Trials of Life,Die Herausforderungen des Lebens
Q795118_0,<entity1>,"['Book series', 'TV series']",Terra for Mars,Terra Formars
Q795118_1,<entity1>,"['Book series', 'TV series']",Terra for Mars,Terra Formars
Q795118_2,<entity1>,"['Book series', 'TV series']",Terra for Mars,Terra Formars
Q8028218_0,<entity1>,['Movie'],Without Consent,Die Vergewaltigung der Lisa
Q8028218_1,<entity1>,['Movie'],Without Consent,Die Vergewaltigung der Lisa
Q8028218_2,<entity1>,['Movie'],Without Consent,Die Vergewaltigung der Lisa
Q8036410_0,<entity1>,['TV series'],World War 1 in Colour,Der Erste Weltkrieg in Farbe
Q8036410_1,<entity1>,['TV series'],World War 1 in Colour,Der Erste Weltkrieg in Farbe
Q8036410_2,<entity1>,['TV series'],World War 1,Erster Weltkrieg
Q80683677_0,<entity1>,['TV series'],Diary of a Future President,Tagebuch einer zukünftigen Präsidentin
Q80683677_1,<entity1>,['TV series'],Diary of a Future President,Tagebuch einer zukünftigen Präsidentin
Q80683677_2,<entity1>,['TV series'],Diary of a Future President,Tagebuch einer zukünftigen Präsidentin
Q826495_0,<entity1>,"['Movie', 'TV series']",The Curse of King Tut's Tomb,Der Fluch des Tutanchamun
Q826495_1,<entity1>,"['Movie', 'TV series']",The Curse of King Tut's Tomb,Der Fluch des Tutanchamun
Q826495_2,<entity1>,"['Movie', 'TV series']",The Curse of King Tut's Tomb,Der Fluch des Tutanchamun
Q848397_0,<entity1>,"['Landmark', 'Artwork']",Maiden's Tower,Leanderturm
Q848397_0,<entity2>,"['Landmark', 'Artwork']",Bosphorus,Bosporus
Q848397_1,<entity1>,"['Landmark', 'Artwork']",Maiden's Tower,Leanderturm
Q848397_2,<entity1>,"['Landmark', 'Artwork']",Maiden's Tower,Leanderturm
Q848397_2,<entity2>,"['Landmark', 'Artwork']",Bosphorus,Bosporus
Q852032_0,<entity1>,['Place of worship'],Burana Tower,Burana-Turm
Q852032_1,<entity1>,['Place of worship'],Burana Tower,Burana-Turm
Q852032_2,<entity1>,['Place of worship'],Burana Tower,Burana-Turm
Q853847_0,<entity1>,"['Fictional entity', 'Person']",Tinker Bell,Tinkerbell
Q853847_1,<entity1>,"['Fictional entity', 'Person']",Tinker Bell,Tinkerbell
Q853847_2,<entity1>,"['Fictional entity', 'Person']",Tinker Bell,Tinkerbell
Q887438_0,<entity1>,['Person'],Dmitry Shcherbachev,Dmitri Schtscherbatschow
Q887438_1,<entity1>,['Person'],Dmitry Shcherbachev,Dmitri Schtscherbatschow
Q887438_2,<entity1>,['Person'],Dmitry Shcherbachev,Dmitri Schtscherbatschow
Q888136_0,<entity1>,['Movie'],The Tale of the Princess Kaguya,Die Legende der Prinzessin Kaguya
Q888136_0,<entity2>,['Movie'],Japanese,Japanisch
Q888136_1,<entity1>,['Movie'],The Tale of the Princess Kaguya,Die Legende der Prinzessin Kaguya
Q888136_2,<entity1>,['Movie'],The Tale of the Princess Kaguya,Die Legende der Prinzessin Kaguya
Q896699_0,<entity1>,['Place of worship'],Kamp Abbey,Kloster Kamp
Q896699_1,<entity1>,['Place of worship'],Kamp Abbey,Kloster Kamp
Q896699_2,<entity1>,['Place of worship'],Kamp Abbey,Kloster Kamp
Q896891_0,<entity1>,['TV series'],The Ray Bradbury Theater,Bradburys Gruselkabinett
Q896891_1,<entity1>,['TV series'],The Ray Bradbury Theater,Bradburys Gruselkabinett
Q896891_2,<entity1>,['TV series'],The Ray Bradbury Theater,Bradburys Gruselkabinett
Q911720_0,<entity1>,['Place of worship'],Yeni Eminönü Mosque,Neue Moschee
Q911720_1,<entity1>,['Place of worship'],Yeni Eminönü Mosque,Neue Moschee
Q911720_2,<entity1>,['Place of worship'],Yeni Eminönü Mosque,Neue Moschee
Q915851_0,<entity1>,['Place of worship'],Lal Masjid,Rote Moschee
Q915851_1,<entity1>,['Place of worship'],Lal Masjid,Rote Moschee
Q915851_1,<entity2>,['Place of worship'],Pakistan,Pakistan
Q915851_2,<entity1>,['Place of worship'],Lal Masjid,Rote Moschee
Q924424_0,<entity1>,['Artwork'],Discourses on Livy,Discorsi
Q924424_1,<entity1>,['Artwork'],Discourses on Livy,Discorsi
Q931519_0,<entity1>,['Fictional entity'],Battle of the Pelennor Fields,Schlacht auf den Pelennor-Feldern
Q931519_1,<entity1>,['Fictional entity'],Battle of the Pelennor Fields,Schlacht auf den Pelennor-Feldern
Q931519_2,<entity1>,['Fictional entity'],Battle of the Pelennor Fields,Schlacht auf den Pelennor-Feldern
Q931519_2,<entity2>,['Fictional entity'],Middle-earth,Mittelerde
Q947641_0,<entity1>,['Person'],Prince,Prinz
Q947641_0,<entity2>,['Person'],George,Georg
Q947641_0,<entity3>,['Person'],Yugoslavia,Jugoslawien
Q947641_1,<entity1>,['Person'],George,Georg
Q947641_1,<entity2>,['Person'],Yugoslavia,Jugoslawien
Q947641_2,<entity1>,['Person'],Prince George,Prinz Georg
Q947641_2,<entity2>,['Person'],Yugoslavia,Jugoslawien
Q948372_0,<entity1>,"['Artwork', 'Book']",Ursula K. Le Guin,Ursula K. Le Guin
Q948372_0,<entity2>,"['Artwork', 'Book']",City of Illusions,Stadt der Illusionen
Q948372_1,<entity1>,"['Artwork', 'Book']",City of Illusions,Stadt der Illusionen
Q948372_2,<entity1>,"['Artwork', 'Book']",City of Illusions,Stadt der Illusionen
Q949916_0,<entity1>,"['Fictional entity', 'Person']",Yogi Bear,Yogi Bär
Q949916_1,<entity1>,"['Fictional entity', 'Person']",Yogi Bear,Yogi Bär
Q949916_2,<entity1>,"['Fictional entity', 'Person']",Yogi Bear,Yogi Bär
Q953395_0,<entity1>,['Food'],Manuka,Manuka
Q953395_1,<entity1>,['Food'],Manuka,Manuka
Q953395_2,<entity1>,['Food'],Manuka,Manuka
Q962445_0,<entity1>,['Landmark'],Patriarch Ponds,Patriarchenteiche
Q962445_2,<entity1>,['Landmark'],Patriarch Ponds,Patriarchenteiche
Q981135_0,<entity1>,['TV series'],Tarzan: The Epic Adventures,Tarzan – Die Rückkehr
Q981135_1,<entity1>,['TV series'],Tarzan,Tarzan
Q981135_1,<entity2>,['TV series'],Tarzan: The Epic Adventures,Tarzan – Die Rückkehr
Q981135_2,<entity1>,['TV series'],Tarzan: The Epic Adventures,Tarzan – Die Rückkehr
Q99954618_0,<entity1>,['TV series'],Dead Mountain,Dead Mountain
Q99954618_1,<entity1>,['TV series'],Dead Mountain,Dead Mountain
Q99954618_2,<entity1>,['TV series'],Dead Mountain,Dead Mountain
