sentence_id,entity_tag,entity_src,entity_tgt
c21432bf,<entity2>,Japan,Japan
dc4fa623,<entity1>,Alexander the Great,Alexander dem Großen
863de56e,<entity1>,United States,Vereinigten Staaten
c27755e6,<entity1>,United States,Vereinigten Staaten
0658ffc6,<entity1>,Corsica,Korsika
0658ffc6,<entity2>,France,Frankreichs
f9ace1fb,<entity1>,World War II,Zweiten Weltkriegs
f9ace1fb,<entity2>,Austria,Österreich
08adb70f,<entity1>,World War II,Zweiten Weltkriegs
08adb70f,<entity2>,United States,USA
b206f6da,<entity1>,Spain,Spanien
b206f6da,<entity2>,United States,USA
c3066160,<entity1>,Battle of Princeton,Princton
c3066160,<entity2>,Yorktown,Yorktown
c3066160,<entity3>,American Revolution,Amerikanischen Revolution
12585285,<entity1>,Elba,Elba
12585285,<entity2>,St Helena,St. Helena
c879ff6a,<entity1>,Prince,Charles
d474ca5b,<entity1>,New World of the Americas,Amerikas
d474ca5b,<entity2>,Santa Maria,Santa Maria
7febc244,<entity1>,Marcus Livius Drusus Claudianus,Marcus Livius Drusus Claudianus
7febc244,<entity2>,Tiberius Claudius Nero,Tiberius Claudius Nero
9cf4b2ae,<entity1>,VF-51,VF-51
9cf4b2ae,<entity2>,Korean,Koreakrieg
6f23012a,<entity1>,America,Amerikas
284deba9,<entity1>,America,Amerika
284deba9,<entity2>,White House,Weißen Hauses
d2362aad,<entity1>,Spain,Spanien
d2362aad,<entity2>,Ferdinand V,Ferdinand V.
d2362aad,<entity3>,Joanna,Joanna
aed582fa,<entity1>,United States,Vereinigten Staaten
3b05f1bd,<entity1>,Africa,Afrika
3b05f1bd,<entity2>,WW II,Zweiten Weltkrieg
00ba1049,<entity1>,World War II,Zweiten Weltkriegs
00ba1049,<entity2>,United States,USA
10df894b,<entity1>,Axis Power,Asien
10df894b,<entity2>,WW II,Zweiten Weltkrieg
2e12b6be,<entity1>,Jesus Christ,Christi
2e12b6be,<entity2>,Mediterranean Sea,Mittelmeer
6b0d432e,<entity1>,D-Day,D-Day
c2df84d6,<entity1>,Battle of Stalingrad,Stalingrad
734680c4,<entity1>,Battle of Okinawa,Okinawa
9b111a36,<entity1>,Victoria,Victoria
9b111a36,<entity2>,Alexandra,Alexandra von Dänemark
7afbc919,<entity1>,William the Conqueror,Wilhelm dem Eroberer
7afbc919,<entity2>,Windsor,Windsor
7afbc919,<entity3>,England,England
307e60aa,<entity1>,Russia,Russland
307e60aa,<entity2>,Anastasia Romanov,Anastasia Romanov
e8a719cd,<entity1>,Henry V,Heinrich V
e8a719cd,<entity2>,Charles VI,Karl VI
d8c29c07,<entity1>,Charles VI,Karl VI
d8c29c07,<entity2>,Stephen III,Stephan III
30fda62e,<entity1>,Stephen III,Stephan III
30fda62e,<entity2>,Bernabò Visconti,Bernabò Visconti
92769535,<entity1>,North America,Nordamerika
6a7b71a9,<entity1>,England,England
ad694863,<entity1>,The Great Depression,Ersten Weltkriegs
b0d0e43f,<entity1>,United States,Vereinigten Staaten
753cc1e1,<entity1>,World War II,Zweiten Weltkrieg
5624cf03,<entity1>,Franks,Franken
c9195ecb,<entity1>,Italy,Italien
c9195ecb,<entity2>,World War II,Zweiten Weltkriegs
c9195ecb,<entity3>,Adolf Hitler,Adolf Hitler
dc78316c,<entity1>,Great Britain,Großbritanniens
dc78316c,<entity2>,Falklands War,Falklandkriegs
dc78316c,<entity3>,American,Ronald Reagan
b3f6d899,<entity1>,Berlin Airlift,Berliner Luftbrücke
b3f6d899,<entity2>,Franklin D. Roosevelt,Franklin D. Roosevelt
80cfed07,<entity1>,Macedon,Makedonien
80cfed07,<entity2>,Asia,Asiens
80cfed07,<entity3>,North Africa,Nordafrikas
80cfed07,<entity4>,Cleopatra,Kleopatra von Makedonien
32be4b89,<entity1>,German,Eva Braun
32be4b89,<entity2>,World War II,Zweiten Weltkrieg
9734587e,<entity1>,United States,Vereinigten Staaten
49a1490d,<entity1>,Atlanta,Alanta
49a1490d,<entity2>,Georgia,Georgia
ea0e29fa,<entity1>,United States,Vereinigten Staaten
796b6423,<entity1>,United States,Vereinigten Staaten
796b6423,<entity2>,Screen Actors Guild,Screen Actors Guild
2aac49ec,<entity1>,United Kingdom,Vereinigten Königreichs
2aac49ec,<entity2>,Napoleon,Napoleon
2aac49ec,<entity3>,Waterloo,Waterloo
e5a0c40f,<entity1>,Eiffel Tower,Effiel-Turms
989f0f59,<entity1>,Mediterranean,Mittelmeerraum
989f0f59,<entity2>,World War II,Zweiten Weltkrieg
47a989d4,<entity1>,Italy,Italien
47a989d4,<entity2>,World War II,Zweiten Weltkrieg
52a9069a,<entity1>,WW II,Weltkrieg
ce5a4cf3,<entity1>,Kuwait,Kuwait
ce5a4cf3,<entity2>,United States,Vereinigten Staaten
08d09f16,<entity1>,Falkland Islands,Falklandinseln
c28c73a8,<entity1>,France,Frankreich
c28c73a8,<entity2>,Maria Theresa,Maria Theresia
aa6169ae,<entity1>,Allied Powers,Pearl Harbor
bc0fb69e,<entity1>,Naples,Neapel
bc0fb69e,<entity2>,Sicily,Sizilien
bc0fb69e,<entity3>,Ferdinand I,Ferdinand I.
c870591d,<entity1>,France,Frankreich
8a29a0ba,<entity1>,France,Frankreich
3f06aa91,<entity1>,United States,Vereinigten Staaten
09beb34e,<entity1>,Spain,Spanien
09beb34e,<entity2>,Christopher Columbus',Christoph Kolumbus
7daa3f48,<entity1>,United States,Vereinigten Staaten
b1820a0e,<entity1>,John Wilkes Booth,John Wilkes Booth
7ae680c6,<entity1>,Henry VIII,Heinrich VIII
7ae680c6,<entity2>,Isabella I of,Isabella I. von Kastilien
b7b3b159,<entity1>,Portuguese,Schlacht von Mactan
b7b3b159,<entity2>,Atlantic,Atlantik
b7b3b159,<entity3>,Asia,Asien
7ff91dd1,<entity1>,Vietnam War,Vietnamkriegs
4af2539a,<entity1>,France,Frankreichs
b50b3bb0,<entity1>,Union Civil War,Union
1c1f0e61,<entity1>,Napoleon Bonaparte,Napoleons
0dc2a434,<entity1>,Second Triumvirate,Kleopatra
190aadb8,<entity1>,Ptolemaic Kingdom of Egypt,Ptolemaios XII Auletes
e5eea5ea,<entity1>,Canada,Kanadas
f9ef65c4,<entity1>,France,Frankreichs
f9ef65c4,<entity2>,Louis XV,Ludwig XV.
35d8455d,<entity1>,Battle of Hastings,Hastings
e9536d51,<entity1>,Elizabeth II,Elisabeth II.
f1829a69,<entity1>,Elizabeth II,Elisabeth II.
00c94566,<entity1>,United Nations,Vereinten Nationen
d65cbdec,<entity1>,Virginia,Virginia
d65cbdec,<entity2>,United States,Vereinigten Staaten
96a7a393,<entity1>,Greece,Griechenlands
26a2b90c,<entity1>,Egypt,Ägyptens
6f01186a,<entity1>,Scotland,Schottland
6faf6f35,<entity1>,Canada,Kanadas
3bb14d10,<entity1>,US,USA
3bb14d10,<entity2>,Korean War,Koreakrieg
e673de3c,<entity1>,Charlemagne,Karls des Großen
e673de3c,<entity2>,Italy,Italien
2f7c6f5e,<entity1>,George III,Georg III.
5b97a129,<entity1>,Spanish Armada,Spanische
03afe570,<entity1>,Ethiopia,Äthiopien
3232b60a,<entity1>,American,Amerikas
3232b60a,<entity2>,World War I,Ersten Weltkrieg
b0802e9e,<entity1>,Henry VIII,Heinrich VIII
6247cb27,<entity1>,United States,Vereinigten Staaten
6ff50d6d,<entity1>,US,Vereinigten Staaten
6ff50d6d,<entity2>,World War II,Zweiten Weltkriegs
4e8bfa62,<entity1>,Finland,Finnland
12cdebe8,<entity1>,Japan,Japan
12cdebe8,<entity2>,World War 2,Zweiten Weltkrieg
e3e6abe1,<entity1>,French,Frankreich
e3e6abe1,<entity2>,French Revolution,Französischen Revolution
e7e846a6,<entity1>,North America,Nordamerika
203069e0,<entity1>,Europe,Europa
203069e0,<entity2>,Asia,Asien
f05601a3,<entity1>,North American,Zweiten Weltkriegs
b3b830fe,<entity1>,Rome,Roms
cb512bc0,<entity1>,Rome,Rom
0d022bfc,<entity1>,Rome,Rom
1785fb3a,<entity1>,Charles VI,Karl VI
8230c50e,<entity1>,United States,Vereinigten Staaten
e43702ad,<entity1>,United States,Zweite Weltkrieg
1ec64bb2,<entity1>,United States,Vereinigten Staaten
4a7116b8,<entity1>,Iraq,Irak
951dd99e,<entity1>,United States,Vereinigten Staaten
32fd2909,<entity1>,Peter the Great,Peter dem Großen
6e0c629c,<entity1>,Russia,Russland
d7e9abf0,<entity1>,Japan,Japan
d7e9abf0,<entity2>,Russo Japanese,Russisch-Japanische Krieg
8db4fdd5,<entity1>,Europe,Kontinentaleuropa
b29a62af,<entity1>,Washington DC,Washington D C
e272b297,<entity1>,Finland,Finnland
e272b297,<entity2>,Winter War,Winterkriegs
9b0c22cf,<entity1>,Covid-19,Covid-19
69f15847,<entity1>,Soviet Union,Sowjetunion
7c586891,<entity1>,France,Frankreich
8e528343,<entity1>,Iraq,USA
976a2fd1,<entity1>,North America,Nordamerika
5054be2d,<entity1>,Pearl Harbor,Pearl Harbor
5054be2d,<entity2>,World War II,Zweiten Weltkrieg
8b64675a,<entity1>,United States,Vereinigten Staaten
35cfbbd4,<entity1>,United States,Vereinigten Staaten
a8e52b29,<entity1>,United States,Vereinigten Staaten
b3530e02,<entity1>,France,Frankreich
1847c2a1,<entity1>,Henry VIII,Heinrich VIII
dfa4ef53,<entity1>,Elizabeth II,Elisabeth II
9927f9f7,<entity1>,Elizabeth II,Elisabeth II
6bfc9021,<entity1>,Starry Night,Sternennacht
2bdb99f3,<entity1>,The Blinding of Samson,Die Blendung Samsons
3a7231cd,<entity1>,Chernobyl Nuclear Disaster,Tschernobyl
fb666217,<entity1>,Rome,Rom
50acefda,<entity1>,Rome,Rom
ac5a3a1c,<entity1>,Spain,Spanien
dc3d8068,<entity1>,United States,Vereinigten Staaten
d1a3f5bb,<entity1>,United States,Vereinigten Staaten
25253472,<entity1>,Second World War,Zweite Weltkrieg
e5ae859a,<entity1>,France,Frankreich
c4997309,<entity1>,Romanov,Russland
23085e13,<entity1>,Russia,Russland
c607ed62,<entity1>,Russia,Russland
99eacef5,<entity1>,Ulysses S Grant,Ulysses S. Grant
f2d7db77,<entity1>,Sweden,Schweden
82ec1d2d,<entity1>,Russia,Russland
d0fabcd7,<entity1>,Christian IX,Christian IX
d0fabcd7,<entity2>,Denmark,Dänemark
8d407f36,<entity1>,United Nations,Vereinten Nationen
39831466,<entity1>,United States,Vereinigten Staaten
8ea834ae,<entity1>,United States,Vereinigten Staaten
f8bd7ead,<entity1>,Mexico,Mexiko
1d44888a,<entity1>,United States,Vereinigten Staaten
af10997c,<entity1>,Egypt,Ägypten
33304a97,<entity1>,Brazil,Brasiliens
0ab42878,<entity1>,Rome,Rom
24cce19e,<entity1>,Rome,Rom
77b12cdf,<entity1>,Rome,Rom
52a60002,<entity1>,Scotland,Schottland
52a60002,<entity2>,England,England
0338e7fc,<entity1>,US,USA
0338e7fc,<entity2>,Olympics,Olympischen Spiele
a3ac552a,<entity1>,Napoleonic Wars,Napoleonischen Kriege
0da2c1c5,<entity1>,Mexico,Mexiko
f4cc8431,<entity1>,United States,Vereinigten Staaten
d135881d,<entity1>,United States,Vereinigten Staaten
c1f6cc96,<entity1>,United States,Vereinigten Staaten
c5e6c78a,<entity1>,Henry VIII,Heinrich VIII
e32c0422,<entity1>,United States,Vereinigten Staaten
fc76b135,<entity1>,United States,Vereinigten Staaten
f5cec9ca,<entity1>,Rome,Rom
1aa86c8e,<entity1>,United Kingdom,Vereinigten Königreichs
83ceaf01,<entity1>,Germans,Zweiten Welt
7668eddf,<entity1>,Russia,Russland
004e03fd,<entity1>,Nefertiti,Nofretetes
62db3e8b,<entity1>,Egypt,Ägypten
e856ebb0,<entity1>,Russia,Russland
78b54241,<entity1>,Canada,Kanadas
0d823068,<entity1>,Russia,Russland
c6092b92,<entity1>,Russia,Russland
80322d1b,<entity1>,Egypt,Ägypten
0e50bb90,<entity1>,Romania,Rumänien
0bc9b304,<entity1>,Greece,Griechenland
effe50ba,<entity1>,Scotland,Schottland
75c8f656,<entity1>,Rome,Rom
fcbbb34e,<entity1>,Rome,Rom
6f078b9e,<entity1>,Donald Trump,Donalt Trump
f9abc504,<entity1>,Norway,Norwegen
2f317f57,<entity1>,Germany,Deutschlands
8f921974,<entity1>,Western Roman Empire,Weströmischen Reichs
abc5fecd,<entity1>,Ptolemaic,Ptolemäer
abc5fecd,<entity2>,Egypt,Ägypten
721e4c34,<entity1>,Henry VIII,Heinrich VIII.
5b365412,<entity1>,United Kingdom of Great Britain,Vereinigten Königreichs von Großbritannien
afe38bc4,<entity1>,India,Indien
9649a69a,<entity1>,North Korea,Nordkorea
82684175,<entity1>,Czechoslovakia,Tschechoslowakei
51a1a924,<entity1>,United States of America,Vereinigten Staaten von Amerika
fea4ae15,<entity1>,United States of America,Vereinigten Staaten von Amerika
0d3e8130,<entity1>,United States of America,Vereinigten Staaten von Amerika
3d277e5a,<entity1>,France,Frankreichs
49a0fd96,<entity1>,California,Kalifornien
fefe2857,<entity1>,Ptolemaic,Ägypten
624ec495,<entity1>,Henry VIII,Heinrich VIII
e9d097fc,<entity1>,Henry VIII,Heinrich VIII.
5dd63693,<entity1>,Indonesia,Indonesiens
4d1fe9c8,<entity1>,India,Indiens
1dec5c53,<entity1>,Soviet Union,Sowjetunion
61b6d561,<entity1>,Soviet Union,Sowjetunion
f221f26d,<entity1>,Henry VIII,Heinrich VIII.
7812183e,<entity1>,Henry VIII,Heinrich VIII.
8a445d97,<entity1>,Henry VIII,Heinrich VIII.
5b21e137,<entity1>,Ottoman Empire,Osmanischen Reichs
336fc84b,<entity1>,Mexico,Mexiko
13bca964,<entity1>,United Nations,Vereinten Nationen
d242eaf2,<entity1>,Henry VIII,Heinrich VIII
504dc112,<entity1>,Henry VIII,Heinrich VIII
633af514,<entity1>,Ottoman Empire,Osmanischen Reichs
176b1a11,<entity1>,World War 2,Zweiten Weltkriegs
b5cca2c2,<entity1>,United States,Vereinigten Staaten
3a72ecbc,<entity1>,Olympic Games,Olympischen Spiele
49f795b5,<entity1>,German,Zweiten Weltkriegs
08dce203,<entity1>,World War II,Zweiten Weltkrieg
8d8a467f,<entity1>,United States,Vereinigten Staaten
17676f17,<entity1>,Korean War,Koreakriegs
49f350d8,<entity1>,Pacific,Pazifik
49f350d8,<entity2>,WWII,Zweiten Weltkrieg
77c606fd,<entity1>,France,Frankreichs
5b4c75ff,<entity1>,Rome,Rom
7932e9b8,<entity1>,World War I,Ersten Weltkriegs
409bf040,<entity1>,France,Frankreich
45c82a05,<entity1>,Louis XIV,Ludwig XIV
3a8b14dc,<entity1>,United States,Vereinigten Staaten
fc0799eb,<entity1>,United States,Vereinigten Staaten
879cf672,<entity1>,United States,Vereinigten Staaten
98ac905a,<entity1>,Africa,Afrika
a44b1ad2,<entity1>,WWII,Zweiten Weltkrieg
603bafa9,<entity1>,Canada,Kanada
7487d160,<entity1>,United Kingdom,Vereinigte Königreich
437cbdbf,<entity1>,Christopher Columbus,Christoph Kolumbus
437cbdbf,<entity2>,Americas,Amerika
09296c40,<entity1>,World War II,zweite Weltkrieg
5a6b9a1f,<entity1>,Marie Antoinette,Marie Antoinette
5a6b9a1f,<entity2>,France,Frankreich
7a26e9bb,<entity1>,Elizabeth I,Elizabeth I von England
f4b680d4,<entity1>,Constantinople,Konstantinople
f4b680d4,<entity2>,Ottoman Empire,Ottoman-Reich
2630c08d,<entity1>,Kingdom of Sardinia,Sardinien
2630c08d,<entity2>,Treaty of Worms,Vertrag von Worms
1961015e,<entity1>,Edward,Edward der Ältere
1961015e,<entity2>,Anglo-Saxons,Angelsachsen
a0fc682a,<entity1>,French Revolution,Französische Revolution
2e3e2d72,<entity1>,CIA,CIA
2e3e2d72,<entity2>,Fidel Castro,Fidel Castro
2e3e2d72,<entity3>,Cuba,Kuba
4cfd3058,<entity1>,Alexander the Great,Alexander der Große
4ca9272a,<entity1>,Germany,Deutschland
4ca9272a,<entity2>,Pearl Harbor,Pearl Harbor
8020c87a,<entity1>,Germans,zweiten Weltkrieg
c1b62eed,<entity1>,Henry V,Heinrich V.
c1b62eed,<entity2>,England,England
1ffea70d,<entity1>,Japan,Japan
1ffea70d,<entity2>,World War 2,zweiten Weltkrieg
dc7bcf33,<entity1>,United States,Vereinigten Staaten
52b388f9,<entity1>,Nicholas II,Nikolaus II
52b388f9,<entity2>,Russia,Russland
86fc3379,<entity1>,Edward VIII,Eduard VIII
ab23a7cd,<entity1>,Brazil,Brasilien
ab23a7cd,<entity2>,World War II,Zweiten Weltkrieg
fb89c2b7,<entity1>,WWII,zweiten Weltkrieg
dc24d81b,<entity1>,Boris Yeltsin,Boris Jelzin
dc24d81b,<entity2>,Russia,Russland
6295f62f,<entity1>,Jacques Chirac,Jacques Chirac
6295f62f,<entity2>,France,Frankreich
73862458,<entity1>,Confucius,Konfuzius
3b22c783,<entity1>,Genghis Khan,Dschingis Khan
263a4743,<entity1>,Genghis Khan,Genghis Khan
263a4743,<entity2>,America,Amerika
bdf44aab,<entity1>,South Africa,Südafrika
0679fd20,<entity1>,United States,zweiten Weltkrieg
0679fd20,<entity2>,Japan,Japan
8edeb783,<entity1>,Australia,Australien
3590dd4e,<entity1>,Americans,Amerikanischen Revolution
9fa0604d,<entity1>,Adolf Hitler,Hitler
9fa0604d,<entity2>,World War 2,Zweiten Weltkrieg
10f0085c,<entity1>,Elizabeth I,Elisabeth
10f0085c,<entity2>,UK,Vereinigten Königreich
f6611f26,<entity1>,Victoria,Victoria
aa422e21,<entity1>,John Paul,Johannes Paul II
2e4500f3,<entity1>,Henry V,Heinrich V.
349b0c4a,<entity1>,Henry IV,Heinrich IV von Frankreich
9b71e0bf,<entity1>,Caligula,Caligula
9b71e0bf,<entity2>,Rome,Rom
788f2988,<entity1>,America,Amerika
788f2988,<entity2>,WW2,Zweiten Weltkriegs
affab0cd,<entity1>,Benito Mussolini,Benito Mussolini
affab0cd,<entity2>,WW2,zweiten Weltkrieges
43678d3f,<entity1>,Canada,Kanada
43678d3f,<entity2>,United Kingdom,Vereinigten Königreich
47bcf114,<entity1>,Canada,Kanada
47bcf114,<entity2>,World War II,Zweiten Weltkrieg
80d721cc,<entity1>,Douglas MacArthur,Douglas MacArthur
80d721cc,<entity2>,Japanese,Japans
f8ea59f9,<entity1>,Francis,Franziskus
60bd0f28,<entity1>,Mark Antony,Mark Anton
65796545,<entity1>,Second World War,Weltkrieg
de3a12ae,<entity1>,Hitler,Hitler
36ccfa24,<entity1>,Battle of Bunker Hill,Bunker Hill
13508c00,<entity1>,Alexander the Great,Alexander der Große
be0c4040,<entity1>,World War 1,Ersten Weltkrieg
204f1126,<entity1>,Japan,Japan
204f1126,<entity2>,World War I,ersten Weltkrieg
9896653c,<entity1>,United Kingdom,Großbritannien
3b66ab40,<entity1>,United States,USA
3b66ab40,<entity2>,France,Frankreich
7ee0de9f,<entity1>,Henry VIII,Heinrich VIII
7ee0de9f,<entity2>,France,Frankreich
f86d6d8e,<entity1>,George III,Georg
b24edbc2,<entity1>,Kansas,Kansas
b24edbc2,<entity2>,Confederate States of America,Konföderierten Staaten von Amerika
d17009f7,<entity1>,Joseph Stalin,Joseph Stalin
d17009f7,<entity2>,Germany,Deutschlands
0809e5b7,<entity1>,Elizabeth I,Elisabeth
0809e5b7,<entity2>,England,England
0809e5b7,<entity3>,Ireland,Irland
b9368341,<entity1>,Adolf Hitler,Adolf Hitler
b9368341,<entity2>,Germany,Deutschland
1b3d3f2f,<entity1>,Boris Yeltsin,Boris Jelzin
1b3d3f2f,<entity2>,Russia,Russlands
e7be321d,<entity1>,White House,Weiße Haus
a2cc92f2,<entity1>,United States,USA
a2cc92f2,<entity2>,Allied Powers,Alliierten
aaaf8734,<entity1>,Allies,Normandie
1a5a59c1,<entity1>,Genghis Khan,Dschingis Khan
1a5a59c1,<entity2>,Mongol Empire,Mongolischen Reichs
bc915226,<entity1>,Sweden,Schweden
bc915226,<entity2>,World War II,Zweiten Weltkrieg
1246e373,<entity1>,George Washington,George Washington
1246e373,<entity2>,United States of America,Vereinigten Staaten
7836c9bd,<entity1>,USA,USA
7836c9bd,<entity2>,Germany,Deutschlands
7836c9bd,<entity3>,World War II,Zweiten Weltkrieg
e089b646,<entity1>,Robert II,Robert II
e089b646,<entity2>,Scots,Schottland
d04f1104,<entity1>,Germany,Deutschland
d04f1104,<entity2>,Poland,Polen
d04f1104,<entity3>,World War II,Zweiten Weltkriegs
a4990131,<entity1>,Japan,Japan
a4990131,<entity2>,Pearl Harbor,Pearl Harbor
a4990131,<entity3>,United States,Zweiten Weltkrieg
99be8554,<entity1>,Joseph Stalin,Josef Stalin
99be8554,<entity2>,Russia,Russland
99be8554,<entity3>,World War II,Zweiten Weltkriegs
7fa8a777,<entity1>,John F. Kennedy,John F. Kennedy
7fa8a777,<entity2>,World War II,Zweiten Weltkrieg
642abacc,<entity1>,Ethiopia,Äthopien
642abacc,<entity2>,Korean War,Korea-Krieg
2075a898,<entity1>,Japan,Japan
2075a898,<entity2>,Allied Alliance,Allierten Allianz
2075a898,<entity3>,World War II,Weltkrieg
0079245b,<entity1>,United States,Vereinigten Staaten
144ffb11,<entity1>,Spain,Spanien
144ffb11,<entity2>,Philippines,Philippinen
cb66e96b,<entity1>,England,England
cb66e96b,<entity2>,France,Frankreich
1f4fbf6a,<entity1>,Rome,Rom
1f4fbf6a,<entity2>,Egypt,Ägypten
6d6a939b,<entity1>,Mata Hari,Mata Hari
6d6a939b,<entity2>,Netherlands,Niederlanden
61243433,<entity1>,John Quincy Adams,John Quincy
61243433,<entity2>,United States of America,Vereinigten Staaten
27820b49,<entity1>,Ireland,Irland
27820b49,<entity2>,Second World War,Zweiten Weltkrieg
90c8c886,<entity1>,Roanoke Colony,Roanoke Island
90c8c886,<entity2>,English,Englands
90c8c886,<entity3>,North America,Nordamerika
9a456ec4,<entity1>,Soviet Union,Sowjetunion
9a456ec4,<entity2>,American ally,Amerikas
9a456ec4,<entity3>,World War ll,Zweiten Weltkrieg
a16281e5,<entity1>,Qin Shi Huang,Qin Shi Huang
88809653,<entity1>,Russia,Russland
88809653,<entity2>,US,USA
f87a28b4,<entity1>,World War 2,Zweite Weltkrieg
4e9f57f4,<entity1>,United Nation,Vereinten Nationen
4e9f57f4,<entity2>,League of Nations,Völkerbund
37b8ae66,<entity1>,Agamemnon,Agamemnon
37b8ae66,<entity2>,Troy,Troja
263bbec8,<entity1>,Germany,Deutschland
263bbec8,<entity2>,World War I,Ersten Weltkrieg
af629e16,<entity1>,Winston Churchill,Winston Churchill
af629e16,<entity2>,Great Britain,Großbritannien
af629e16,<entity3>,Munich Agreement,Münchner Abkommen
b3150a9c,<entity1>,Star Trek: The Motion Picture,Star Trek
b0cbe491,<entity1>,Nightmare on Elm Street,Nightmare on Elm Street
b0cbe491,<entity2>,Friday the 13th,Freitag der 13.
bebc6207,<entity1>,Academy Awards,Oscars
bebc6207,<entity2>,Spencer Tracy,Spencer Tray
bebc6207,<entity3>,Walter Brennan,Walter Brennan
a7584e75,<entity1>,2001: A SPACE ODYSSEY,2001
a7584e75,<entity2>,SILENT RUNNING,Silent Running
af22a35c,<entity1>,Oscars,Oskars
af22a35c,<entity2>,Stanley Kubrick,Stanley Kubrick
af22a35c,<entity3>,William Wyler,William Wyler
a75abd1d,<entity1>,Oscars,Oscars
a75abd1d,<entity2>,Jodie Foster,Jodie Foster
a75abd1d,<entity3>,Frances McDormand,Frances McDormand
b51e6be0,<entity1>,Chris Evans,Christ Evans
b51e6be0,<entity2>,Robert Downey Jr.,Robert Downey Jr.
48844651,<entity1>,Harry Potter and the Sorcerer's Stone,Harry Potter
48844651,<entity2>,Harry Potter and the Goblet of Fire,Harry Potter
4a0b303c,<entity1>,Academy Awards,Oscars
4a0b303c,<entity2>,Katharine Hepburn,Katharine Hepburn
4a0b303c,<entity3>,Daniel Day-Lewis,Daniel Day-Lewis
a38f2db3,<entity1>,Troy,Troja
352b0a5c,<entity1>,Avatar,Avatar
352b0a5c,<entity2>,Cloudy With a Chance of Meatballs,Wolkig
bc1731d7,<entity1>,Quentin Tarantino,Quentin Tarantino
bc1731d7,<entity2>,Palme d'Or,Goldene Palme
bc1731d7,<entity3>,Cannes Film Festival,Cannes
0ef34a21,<entity1>,Academy Awards,Oscars
0ef34a21,<entity2>,David Lynch,David Lynch
9eb39b27,<entity1>,Empire Awards,Empire Awards
9eb39b27,<entity2>,Tom Cruise,Tom
32137534,<entity1>,Taika Waititi,Taiga Waititi
a7c93955,<entity1>,Bong Joon-ho,Bon Joon-ho
ce1b1f94,<entity1>,Chloé Zhao,Chloe Zhao
79bee70f,<entity1>,Marty McFly,Marty McFly
72490786,<entity1>,Spider-Man,Spiderman
72490786,<entity2>,Tobey McGuire,Tobey McGuire
82393adf,<entity1>,Candyman,Canyman
3b765361,<entity1>,Reese Witherspoon,Reese Witherspoon
3b765361,<entity2>,Oscar,Oskar
2bcdb5f6,<entity1>,Josh Trank,Josh Trans
9fc9fa40,<entity1>,Martin Scorsese,Martin Scorcese
cb907dc9,<entity1>,Martin Scorsese,Martin Scorcese
cb907dc9,<entity2>,Golden Globe,Golden Globe
362c58a9,<entity1>,Wes Anderson,Wes Anderson-Film
362c58a9,<entity2>,Academy Awards,Oscar
e9161639,<entity1>,Bernardo Bertolucci,Bernardo Bertolucci
e9161639,<entity2>,Academy Award,Oscar
ecaeea0f,<entity1>,Coen,Coen-Brüder
ecaeea0f,<entity2>,Academy Award,Oscar
0e879b61,<entity1>,Marty,Martys
0e879b61,<entity2>,Back to the Future,Zurück in die Zukunft-Film
6752439d,<entity1>,Leonardo DiCaprio,Leonardo Dicaprio
6752439d,<entity2>,Oscar,Oskar
f3d313a2,<entity1>,Tim Burton,Johnny Depp
ef2b6a15,<entity1>,James Bond,Sean Connery
ef2b6a15,<entity2>,Sean Connery,Eon Productions
03a41046,<entity1>,Peter Jackson,Peter Jackson
03a41046,<entity2>,Academy Award,Oscar
06bb5864,<entity1>,Naomi Watts,Naomi Watts
d121b432,<entity1>,The Wizard of Oz,Der Zauberer von Oz
d121b432,<entity2>,Liza Minnelli,Liza Minnelli
aba735ad,<entity1>,Timothée Chalamet,Timothee Chalamet
aba735ad,<entity2>,Lil Nas X,Lil Nas
a9c3870f,<entity1>,Steven Spielberg,Steven Spielberg
a9c3870f,<entity2>,Oscar,Oscar
cc55fa74,<entity1>,Australian,Australien
cc55fa74,<entity2>,X-men,X-men
d7182411,<entity1>,Die Hard,Stirb langsam
ab042b52,<entity1>,James Bond,James Bond
ab042b52,<entity2>,Ireland,Irland
febbe660,<entity1>,Die Hard,Stirb Langsam
febbe660,<entity2>,Montclair State University,Montclair State University
f5f4851e,<entity1>,Christopher Walken,Christopher Walken
f5f4851e,<entity2>,Academy Awards,Oscars
746cb1b5,<entity1>,Moulin Rouge,Moulin Rouge
746cb1b5,<entity2>,Australia,Australien
e14a5c50,<entity1>,Hermione Granger,Hermine Granger
570dfc25,<entity1>,Academy Awards,Jack Dawson
570dfc25,<entity2>,Titanic,Titanic
b8c05040,<entity1>,Oscars,Oskars
b8c05040,<entity2>,La La Land,La la Land
c495126a,<entity1>,Quentin Tarantino,Quentin Tarantino
c495126a,<entity2>,Oscar,Oskar
b3dab6f4,<entity1>,Natalie Portman,Natalie Portman
b3dab6f4,<entity2>,Oscar,Oskar
44c30f4d,<entity1>,Back to the Future,Zurück in die Zukunft
dfe17d6e,<entity1>,Jessica Chastain,Jessica Chastain
dfe17d6e,<entity2>,Oscar,Oskar
1187689d,<entity1>,Leonardo DiCaprio,Leonardo DiCaprio
1187689d,<entity2>,Oscar,Oskar
f433f3be,<entity1>,Academy Award,Oscar
8990b5e7,<entity1>,Academy Awards,Oscars
41380d3b,<entity1>,Academy Awards,Oscars
